,PO,SHIFU,COMMANDER,OOGWAY,(GASP)
txt,"Uh, nothing!
I know. Is here.
Ow...
Oh. Okay. Sorry. I just wanted to see who the Dragon Warrior was.
Hey, how's it going?
No, I...
(gasp) The Wuxi Finger Hold?! Not the Wuxi Finger Hold!
Whoa. The Furious Five. You're so much bigger than your action figures -- except for you, Mantis. You're about the same.
Ow, that hurts.
How did I do?
(mouth full) Is that what this is? I am so sorry. I thought it was just a regular peach tree.
(imitating Shifu) You will never be the Dragon Warrior, unless you lose five hundred pounds and brush your teeth!
(in awe) The pool of...
Huh? Oh, yeah... yeah.
What?
I don't know, Dad. Honestly, sometimes I can't believe I'm actually your son.
There is no secret ingredient...
","Crane - height. Viper - subtlety. Mantis--
Yes, Master Oogway.
Citizens of the Valley of Peace! It is my great honor to present to you... Tigress! Viper! Crane! Monkey! Mantis! The Furious Five!
Stop! Wait! Who told you to--?
Why don't you try again? A little harder...
Panda! Panda, wake up!
You actually thought you could learn to do a full split in one night? It takes years to develop one's flexibility and years longer to apply it in combat.
You think this is funny? Tai Lung has escaped from prison and you're acting like children!
Where'd he go?
Then why didn't you quit? You knew I was trying to get rid of you, and yet you stayed.
And yet you are ten feet off the ground and have done a perfect split.
But perhaps that is my fault. I cannot train you the way I have trained the Five. I now see that the way to get through to you is with this!
I said you are free to eat. Have a dumpling.
He has gotten stronger.
","What?!?! (reading) ""Double the guard?! Extra precautions?! Your prison may not be adequate!""
Escape from Chogun Prison is impossible!
Take us down.
It's nothing to worry about. It's perfectly safe.
Yes.
","One often meets his destiny on the road he takes to avoid it.
You are too concerned with what was and what will be. There is a saying: Yesterday is history, tomorrow is a mystery, but today is a gift. That is why it is called the present.
Ah, yes. But no matter what you do, that seed will grow to be a peach tree. You may wish for an apple, or an orange... but you will get a peach.
","Master Flying Rhino's Armor! With authentic battle damage!
The Sword of Heroes! Said to be so sharp you can cut yourself just by looking-- OW!
I've only seen paintings of that painting...
"
